year,month,state_and_area,tot_employed,percent_of_population,tot_unemployed,unemployment_Rate
2022,Mar,Louisiana,"2,018,345",56.6,"78,065",3.7
2022,Mar,Maine,"658,955",57.4,"19,471",2.9
2022,Mar,Maryland,"3,071,258",62.9,"102,073",3.2
2022,Mar,Massachusetts,"3,616,871",62.9,"138,297",3.7
2022,Mar,Michigan,"4,639,558",57.5,"196,020",4.1
2022,Mar,Minnesota,"2,994,059",66.4,"74,072",2.4
2022,Mar,Mississippi,"1,211,539",53.2,"48,186",3.8
2022,Mar,Missouri,"2,981,115",61.2,"75,140",2.5
2022,Mar,Montana,"551,238",61.6,"14,384",2.5
2022,Mar,Nebraska,"1,036,632",68.4,"20,918",2
2022,Mar,Nevada,"1,447,623",57.4,"80,660",5.3
2022,Mar,New Hampshire,"746,945",64.6,"16,270",2.1
2022,Mar,New Jersey,"4,511,597",60.9,"195,037",4.1
2022,Mar,New Mexico,"907,328",54.2,"43,793",4.6
2022,Mar,New York,"9,186,959",57.5,"424,179",4.4
2022,Mar,New York city,"3,839,193",56.6,"256,145",6.3
2022,Mar,North Carolina,"4,981,094",59.1,"172,204",3.3
2022,Mar,North Dakota,"406,114",68,"8,797",2.1
2022,Mar,Ohio,"5,532,083",59.3,"226,044",3.9
2022,Mar,Oklahoma,"1,831,337",59.4,"53,266",2.8
2022,Mar,Oregon,"2,094,311",60.5,"76,941",3.5
2022,Mar,Pennsylvania,"6,197,038",59.1,"281,841",4.4
2022,Mar,Rhode Island,"553,450",61.5,"17,190",3
2022,Mar,South Carolina,"2,302,045",55.1,"76,169",3.2
2022,Mar,South Dakota,"465,603",67.3,"8,995",1.9
2022,Mar,Tennessee,"3,267,802",58.7,"112,990",3.3
2022,Mar,Texas,"14,035,637",61.5,"569,834",3.9
2022,Mar,Utah,"1,693,613",67.2,"37,888",2.2
2022,Mar,Vermont,"333,230",61.6,"7,825",2.3
2022,Mar,Virginia,"4,300,032",63,"121,725",2.8
2022,Mar,Washington,"3,810,117",61.4,"154,988",3.9
2022,Mar,West Virginia,"757,359",52.7,"28,568",3.6
2022,Mar,Wisconsin,"3,010,244",63.6,"85,176",2.8
2022,Mar,Wyoming,"280,300",61.4,"9,436",3.3
2022,Apr,Alabama,"2,232,255",55.7,"57,712",2.5
2022,Apr,Alaska,"342,753",62.7,"14,547",4.1
2022,Apr,Arizona,"3,469,541",59.5,"129,360",3.6
2022,Apr,Arkansas,"1,326,516",55.9,"43,104",3.1
2022,Apr,California,"18,455,355",59.4,"791,466",4.1
2022,Apr,Los Angeles County,"4,768,582",60.4,"247,524",4.9
2022,Apr,Colorado,"3,108,954",66.6,"98,579",3.1
2022,Apr,Connecticut,"1,865,809",63.4,"81,913",4.2
2022,Apr,Delaware,"476,549",58.2,"21,545",4.3
2022,Apr,District of Columbia,"370,343",67.5,"18,993",4.9
2022,Apr,Florida,"10,394,879",57.6,"316,799",3
2022,Apr,Georgia,"5,086,208",59.9,"154,183",2.9
2022,Apr,Hawaii,"652,006",58,"22,337",3.3
2022,Apr,Idaho,"924,763",61.7,"23,698",2.5
2022,Apr,Illinois,"6,201,366",61.8,"289,594",4.5
2022,Apr,Indiana,"3,309,355",61.9,"95,274",2.8
2022,Apr,Iowa,"1,676,991",66.7,"40,087",2.3
2022,Apr,Kansas,"1,469,417",64.9,"36,036",2.4
2022,Apr,Kentucky,"1,976,946",55.9,"78,568",3.8
2022,Apr,Louisiana,"2,020,644",56.7,"76,040",3.6
2022,Apr,Maine,"659,458",57.4,"18,252",2.7
2022,Apr,Maryland,"3,075,234",63,"98,326",3.1
2022,Apr,Massachusetts,"3,619,534",63,"139,280",3.7
2022,Apr,Michigan,"4,650,614",57.6,"192,590",4
2022,Apr,Minnesota,"2,999,924",66.5,"72,078",2.3
2022,Apr,Mississippi,"1,211,880",53.2,"46,839",3.7
2022,Apr,Missouri,"2,987,676",61.3,"69,070",2.3
2022,Apr,Montana,"552,665",61.7,"14,646",2.6
2022,Apr,Nebraska,"1,037,469",68.4,"21,343",2
2022,Apr,Nevada,"1,457,650",57.8,"80,682",5.2
2022,Apr,New Hampshire,"749,090",64.8,"16,406",2.1
2022,Apr,New Jersey,"4,542,322",61.3,"183,031",3.9
2022,Apr,New Mexico,"909,503",54.3,"41,148",4.3
2022,Apr,New York,"9,216,267",57.7,"409,389",4.3
2022,Apr,New York city,"3,858,830",56.9,"240,738",5.9
2022,Apr,North Carolina,"4,988,505",59.1,"172,336",3.3
2022,Apr,North Dakota,"406,589",68,"8,486",2
2022,Apr,Ohio,"5,542,612",59.4,"223,294",3.9
2022,Apr,Oklahoma,"1,834,046",59.4,"53,555",2.8
2022,Apr,Oregon,"2,094,370",60.5,"77,253",3.6
2022,Apr,Pennsylvania,"6,208,504",59.2,"280,518",4.3
2022,Apr,Rhode Island,"554,984",61.7,"16,828",2.9
2022,Apr,South Carolina,"2,305,463",55.1,"75,296",3.2
2022,Apr,South Dakota,"466,418",67.3,"9,100",1.9
2022,Apr,Tennessee,"3,273,420",58.7,"111,079",3.3
2022,Apr,Texas,"14,083,185",61.6,"559,081",3.8
2022,Apr,Utah,"1,699,026",67.3,"38,322",2.2
2022,Apr,Vermont,"334,166",61.8,"7,557",2.2
2022,Apr,Virginia,"4,310,885",63.1,"116,879",2.6
2022,Apr,Washington,"3,821,603",61.6,"154,558",3.9
2022,Apr,West Virginia,"757,846",52.8,"28,821",3.7
2022,Apr,Wisconsin,"3,008,302",63.6,"86,160",2.8
2022,Apr,Wyoming,"281,196",61.6,"9,337",3.2
2022,May,Alabama,"2,233,447",55.7,"57,866",2.5
2022,May,Alaska,"343,223",62.8,"14,039",3.9
2022,May,Arizona,"3,476,931",59.5,"131,973",3.7
2022,May,Arkansas,"1,326,982",55.9,"43,523",3.2
2022,May,California,"18,489,323",59.5,"760,435",4
2022,May,Los Angeles County,"4,768,435",60.4,"234,558",4.7
2022,May,Colorado,"3,113,493",66.6,"94,133",2.9
2022,May,Connecticut,"1,863,559",63.3,"79,812",4.1
2022,May,Delaware,"476,324",58.1,"21,496",4.3
2022,May,District of Columbia,"372,745",67.9,"18,057",4.6
2022,May,Florida,"10,442,444",57.8,"309,366",2.9
2022,May,Georgia,"5,088,415",59.9,"154,171",2.9
2022,May,Hawaii,"653,882",58.2,"22,739",3.4
2022,May,Idaho,"926,507",61.7,"24,115",2.5
2022,May,Illinois,"6,199,081",61.8,"286,408",4.4
2022,May,Indiana,"3,314,617",61.9,"97,663",2.9
2022,May,Iowa,"1,677,203",66.6,"41,486",2.4
2022,May,Kansas,"1,469,550",64.9,"36,981",2.5
2022,May,Kentucky,"1,976,078",55.8,"79,061",3.8
2022,May,Louisiana,"2,019,232",56.7,"74,304",3.5
2022,May,Maine,"659,108",57.3,"17,702",2.6
2022,May,Maryland,"3,075,361",63,"99,624",3.1
2022,May,Massachusetts,"3,618,734",63,"140,265",3.7
2022,May,Michigan,"4,655,481",57.7,"191,817",4
2022,May,Minnesota,"3,003,534",66.5,"72,474",2.4
2022,May,Mississippi,"1,210,638",53.1,"46,138",3.7
2022,May,Missouri,"2,991,122",61.3,"65,447",2.1
2022,May,Montana,"553,650",61.7,"15,017",2.6
2022,May,Nebraska,"1,037,349",68.4,"22,384",2.1
2022,May,Nevada,"1,466,173",58,"80,940",5.2
2022,May,New Hampshire,"750,354",64.8,"17,063",2.2
2022,May,New Jersey,"4,568,268",61.6,"172,240",3.6
2022,May,New Mexico,"910,671",54.4,"38,901",4.1
2022,May,New York,"9,234,958",57.8,"398,337",4.1
2022,May,New York city,"3,874,414",57.2,"226,513",5.5
2022,May,North Carolina,"4,990,450",59.1,"177,491",3.4
2022,May,North Dakota,"406,590",68,"8,244",2
2022,May,Ohio,"5,545,779",59.4,"222,664",3.9
2022,May,Oklahoma,"1,834,295",59.4,"54,481",2.9
2022,May,Oregon,"2,092,070",60.4,"79,636",3.7
2022,May,Pennsylvania,"6,212,506",59.2,"278,922",4.3
2022,May,Rhode Island,"555,726",61.8,"16,975",3
2022,May,South Carolina,"2,306,087",55,"75,133",3.2
2022,May,South Dakota,"466,691",67.2,"9,361",2
2022,May,Tennessee,"3,271,927",58.6,"109,470",3.2
2022,May,Texas,"14,115,385",61.6,"555,317",3.8
2022,May,Utah,"1,702,969",67.3,"38,954",2.2
2022,May,Vermont,"334,547",61.8,"7,583",2.2
2022,May,Virginia,"4,315,572",63.2,"112,638",2.5
2022,May,Washington,"3,827,845",61.6,"155,078",3.9
2022,May,West Virginia,"757,211",52.7,"29,567",3.8
2022,May,Wisconsin,"3,003,347",63.4,"88,228",2.9
2022,May,Wyoming,"281,802",61.6,"9,481",3.3
2022,Jun,Alabama,"2,232,562",55.7,"58,505",2.6
2022,Jun,Alaska,"343,312",62.8,"13,769",3.9
2022,Jun,Arizona,"3,481,384",59.5,"135,976",3.8
2022,Jun,Arkansas,"1,326,451",55.8,"44,377",3.2
2022,Jun,California,"18,512,138",59.5,"743,821",3.9
2022,Jun,Los Angeles County,"4,765,194",60.4,"224,832",4.5
2022,Jun,Colorado,"3,113,910",66.6,"90,170",2.8
2022,Jun,Connecticut,"1,859,072",63.1,"77,953",4
2022,Jun,Delaware,"475,707",58,"21,576",4.3
2022,Jun,District of Columbia,"374,370",68.1,"17,089",4.4
2022,Jun,Florida,"10,478,903",57.9,"303,077",2.8
2022,Jun,Georgia,"5,085,704",59.8,"155,575",3
2022,Jun,Hawaii,"655,472",58.3,"23,161",3.4
2022,Jun,Idaho,"927,342",61.6,"24,869",2.6
2022,Jun,Illinois,"6,192,255",61.7,"284,897",4.4
2022,Jun,Indiana,"3,315,777",61.9,"100,776",2.9
2022,Jun,Iowa,"1,675,184",66.5,"44,128",2.6
2022,Jun,Kansas,"1,468,208",64.8,"38,421",2.6
2022,Jun,Kentucky,"1,974,100",55.8,"80,000",3.9
2022,Jun,Louisiana,"2,015,425",56.6,"72,971",3.5
2022,Jun,Maine,"657,830",57.1,"17,681",2.6
2022,Jun,Maryland,"3,073,410",62.9,"101,608",3.2
2022,Jun,Massachusetts,"3,614,737",62.9,"140,063",3.7
2022,Jun,Michigan,"4,653,476",57.6,"194,213",4
2022,Jun,Minnesota,"3,005,232",66.5,"74,799",2.4
2022,Jun,Mississippi,"1,208,093",53,"46,317",3.7
2022,Jun,Missouri,"2,992,413",61.3,"65,182",2.1
2022,Jun,Montana,"554,171",61.6,"15,358",2.7
2022,Jun,Nebraska,"1,036,297",68.2,"23,829",2.2
2022,Jun,Nevada,"1,473,407",58.2,"81,611",5.2
2022,Jun,New Hampshire,"750,556",64.8,"18,153",2.4
2022,Jun,New Jersey,"4,589,644",61.9,"163,218",3.4
2022,Jun,New Mexico,"911,008",54.4,"36,563",3.9
2022,Jun,New York,"9,243,670",57.9,"390,406",4.1
2022,Jun,New York city,"3,885,409",57.5,"214,271",5.2
2022,Jun,North Carolina,"4,986,858",59,"185,300",3.6
2022,Jun,North Dakota,"406,298",67.9,"8,124",2
2022,Jun,Ohio,"5,539,753",59.3,"224,221",3.9
2022,Jun,Oklahoma,"1,832,659",59.3,"56,060",3
2022,Jun,Oregon,"2,088,565",60.3,"83,928",3.9
2022,Jun,Pennsylvania,"6,209,889",59.2,"277,349",4.3
2022,Jun,Rhode Island,"555,402",61.8,"17,545",3.1
2022,Jun,South Carolina,"2,304,145",54.9,"75,818",3.2
2022,Jun,South Dakota,"466,581",67.1,"9,689",2
2022,Jun,Tennessee,"3,263,662",58.4,"108,999",3.2
2022,Jun,Texas,"14,131,166",61.6,"554,154",3.8
2022,Jun,Utah,"1,705,385",67.3,"39,773",2.3
2022,Jun,Vermont,"334,385",61.7,"7,947",2.3
2022,Jun,Virginia,"4,315,557",63.1,"111,485",2.5
2022,Jun,Washington,"3,831,804",61.6,"157,492",3.9
2022,Jun,West Virginia,"755,815",52.7,"30,592",3.9
2022,Jun,Wisconsin,"2,996,415",63.2,"90,966",2.9
2022,Jun,Wyoming,"282,155",61.7,"9,830",3.4
2022,Jul,Alabama,"2,229,784",55.5,"59,409",2.6
2022,Jul,Alaska,"343,071",62.7,"13,425",3.8
2022,Jul,Arizona,"3,484,191",59.4,"140,677",3.9
2022,Jul,Arkansas,"1,325,233",55.7,"45,564",3.3
2022,Jul,California,"18,506,108",59.5,"732,210",3.8
2022,Jul,Los Angeles County,"4,752,189",60.2,"215,015",4.3
2022,Jul,Colorado,"3,111,015",66.4,"86,888",2.7
2022,Jul,Connecticut,"1,852,511",62.9,"76,206",4
2022,Jul,Delaware,"474,740",57.8,"21,809",4.4
2022,Jul,District of Columbia,"375,093",68.2,"16,179",4.1
2022,Jul,Florida,"10,504,464",57.9,"296,868",2.7
2022,Jul,Georgia,"5,080,028",59.6,"158,112",3
2022,Jul,Hawaii,"656,075",58.4,"23,693",3.5
2022,Jul,Idaho,"927,563",61.5,"25,744",2.7
2022,Jul,Illinois,"6,180,467",61.6,"286,618",4.4
2022,Jul,Indiana,"3,313,069",61.8,"104,120",3
2022,Jul,Iowa,"1,671,434",66.3,"47,525",2.8
2022,Jul,Kansas,"1,465,760",64.6,"40,329",2.7
2022,Jul,Kentucky,"1,970,465",55.7,"80,944",3.9
2022,Jul,Louisiana,"2,010,677",56.5,"72,381",3.5
2022,Jul,Maine,"655,640",56.9,"18,007",2.7
2022,Jul,Maryland,"3,070,519",62.8,"102,428",3.2
2022,Jul,Massachusetts,"3,607,550",62.7,"137,138",3.7
2022,Jul,Michigan,"4,645,182",57.5,"199,612",4.1
2022,Jul,Minnesota,"3,004,572",66.5,"79,096",2.6
2022,Jul,Mississippi,"1,203,507",52.8,"47,406",3.8
2022,Jul,Missouri,"2,990,537",61.3,"68,536",2.2
2022,Jul,Montana,"554,322",61.5,"15,552",2.7
2022,Jul,Nebraska,"1,034,555",68.1,"25,514",2.4
2022,Jul,Nevada,"1,479,206",58.4,"82,887",5.3
2022,Jul,New Hampshire,"749,773",64.7,"19,530",2.5
2022,Jul,New Jersey,"4,605,705",62.1,"153,278",3.2
2022,Jul,New Mexico,"910,507",54.3,"34,160",3.6
2022,Jul,New York,"9,240,249",57.9,"380,936",4
2022,Jul,New York city,"3,889,446",57.6,"200,219",4.9
2022,Jul,North Carolina,"4,978,541",58.8,"193,542",3.7
2022,Jul,North Dakota,"405,754",67.8,"8,194",2
2022,Jul,Ohio,"5,524,392",59.2,"227,831",4
2022,Jul,Oklahoma,"1,830,274",59.1,"57,994",3.1
2022,Jul,Oregon,"2,084,751",60.2,"89,280",4.1
2022,Jul,Pennsylvania,"6,203,029",59.1,"277,323",4.3
2022,Jul,Rhode Island,"553,828",61.6,"18,279",3.2
2022,Jul,South Carolina,"2,300,379",54.7,"76,979",3.2
2022,Jul,South Dakota,"465,974",66.9,"10,037",2.1
2022,Jul,Tennessee,"3,248,809",58,"109,933",3.3
2022,Jul,Texas,"14,134,693",61.5,"552,038",3.8
2022,Jul,Utah,"1,706,860",67.2,"40,749",2.3
2022,Jul,Vermont,"333,742",61.6,"8,627",2.5
2022,Jul,Virginia,"4,313,022",63.1,"115,408",2.6
2022,Jul,Washington,"3,831,951",61.5,"162,843",4.1
2022,Jul,West Virginia,"754,091",52.5,"31,603",4
2022,Jul,Wisconsin,"2,988,446",63,"93,534",3
2022,Jul,Wyoming,"282,321",61.6,"10,331",3.5
2022,Aug,Alabama,"2,226,394",55.4,"60,200",2.6
2022,Aug,Alaska,"342,753",62.7,"12,932",3.6
2022,Aug,Arizona,"3,486,736",59.4,"144,807",4
2022,Aug,Arkansas,"1,324,036",55.6,"46,810",3.4
2022,Aug,California,"18,488,550",59.4,"723,589",3.8
2022,Aug,Los Angeles County,"4,736,220",60.1,"205,773",4.2
2022,Aug,Colorado,"3,107,150",66.3,"83,483",2.6
2022,Aug,Connecticut,"1,845,609",62.6,"74,244",3.9
2022,Aug,Delaware,"473,684",57.6,"22,096",4.5
2022,Aug,District of Columbia,"375,521",68.3,"15,417",3.9
2022,Aug,Florida,"10,520,867",57.9,"293,654",2.7
2022,Aug,Georgia,"5,073,755",59.5,"160,947",3.1
2022,Aug,Hawaii,"655,850",58.4,"24,318",3.6
2022,Aug,Idaho,"927,590",61.4,"26,463",2.8
2022,Aug,Illinois,"6,167,724",61.5,"289,532",4.5
2022,Aug,Indiana,"3,308,714",61.7,"106,839",3.1
2022,Aug,Iowa,"1,668,070",66.2,"50,662",2.9
2022,Aug,Kansas,"1,463,230",64.5,"42,268",2.8
2022,Aug,Kentucky,"1,966,123",55.5,"81,464",4
2022,Aug,Louisiana,"2,006,959",56.4,"73,467",3.5
2022,Aug,Maine,"653,200",56.6,"18,321",2.7
2022,Aug,Maryland,"3,067,002",62.8,"106,600",3.4
2022,Aug,Massachusetts,"3,599,484",62.6,"145,049",3.9
2022,Aug,Michigan,"4,634,484",57.3,"205,966",4.3
2022,Aug,Minnesota,"3,002,741",66.4,"84,158",2.7
2022,Aug,Mississippi,"1,198,207",52.6,"48,793",3.9
2022,Aug,Missouri,"2,987,457",61.2,"74,130",2.4
2022,Aug,Montana,"554,355",61.4,"15,549",2.7
2022,Aug,Nebraska,"1,032,810",67.9,"27,038",2.6
2022,Aug,Nevada,"1,484,533",58.5,"84,545",5.4
2022,Aug,New Hampshire,"748,561",64.5,"20,856",2.7
2022,Aug,New Jersey,"4,619,344",62.2,"143,025",3
2022,Aug,New Mexico,"909,818",54.2,"31,691",3.4
2022,Aug,New York,"9,229,179",57.8,"370,386",3.9
2022,Aug,New York city,"3,888,351",57.6,"185,679",4.6
2022,Aug,North Carolina,"4,969,344",58.6,"200,354",3.9
2022,Aug,North Dakota,"405,254",67.7,"8,420",2
2022,Aug,Ohio,"5,505,051",58.9,"232,505",4.1
2022,Aug,Oklahoma,"1,828,492",59,"59,742",3.2
2022,Aug,Oregon,"2,081,765",60.1,"94,541",4.3
2022,Aug,Pennsylvania,"6,196,637",59.1,"279,174",4.3
2022,Aug,Rhode Island,"551,588",61.3,"19,147",3.4
2022,Aug,South Carolina,"2,296,410",54.5,"78,090",3.3
2022,Aug,South Dakota,"465,227",66.7,"10,311",2.2
2022,Aug,Tennessee,"3,231,479",57.7,"111,925",3.3
2022,Aug,Texas,"14,133,565",61.4,"545,468",3.7
2022,Aug,Utah,"1,708,053",67.2,"41,698",2.4
2022,Aug,Vermont,"332,995",61.4,"9,432",2.8
2022,Aug,Virginia,"4,311,198",63,"123,031",2.8
2022,Aug,Washington,"3,830,664",61.5,"170,334",4.3
2022,Aug,West Virginia,"752,630",52.4,"32,290",4.1
2022,Aug,Wisconsin,"2,981,530",62.8,"94,905",3.1
2022,Aug,Wyoming,"282,507",61.6,"10,840",3.7
2022,Sep,Alabama,"2,223,853",55.3,"60,488",2.6
2022,Sep,Alaska,"342,618",62.6,"13,327",3.7
2022,Sep,Arizona,"3,490,047",59.3,"147,163",4
2022,Sep,Arkansas,"1,323,459",55.5,"47,598",3.5
2022,Sep,California,"18,471,241",59.4,"769,532",4
2022,Sep,Los Angeles County,"4,721,852",59.9,"220,540",4.5
2022,Sep,Colorado,"3,104,869",66.2,"88,338",2.8
2022,Sep,Connecticut,"1,840,211",62.4,"75,930",4
2022,Sep,Delaware,"472,839",57.4,"22,694",4.6
2022,Sep,District of Columbia,"373,095",67.8,"15,896",4.1
2022,Sep,Florida,"10,532,788",57.8,"294,446",2.7
2022,Sep,Georgia,"5,069,852",59.4,"162,522",3.1
2022,Sep,Hawaii,"655,164",58.3,"24,856",3.7
2022,Sep,Idaho,"927,810",61.3,"26,791",2.8
2022,Sep,Illinois,"6,158,839",61.4,"296,389",4.6
2022,Sep,Indiana,"3,304,890",61.6,"108,170",3.2
2022,Sep,Iowa,"1,666,231",66.1,"52,637",3.1
2022,Sep,Kansas,"1,461,583",64.4,"43,678",2.9
2022,Sep,Kentucky,"1,962,380",55.4,"81,331",4
2022,Sep,Louisiana,"2,005,684",56.4,"73,860",3.6
2022,Sep,Maine,"651,296",56.4,"19,951",3
2022,Sep,Maryland,"3,064,376",62.7,"101,843",3.2
2022,Sep,Massachusetts,"3,592,850",62.4,"136,845",3.7
2022,Sep,Michigan,"4,626,195",57.2,"210,187",4.3
2022,Sep,Minnesota,"2,997,470",66.3,"88,354",2.9
2022,Sep,Mississippi,"1,193,931",52.4,"49,799",4
2022,Sep,Missouri,"2,984,563",61.1,"79,687",2.6
2022,Sep,Montana,"554,449",61.3,"15,378",2.7
2022,Sep,Nebraska,"1,031,709",67.8,"28,070",2.6
2022,Sep,Nevada,"1,482,355",58.3,"85,960",5.5
2022,Sep,New Hampshire,"747,523",64.3,"21,816",2.8
2022,Sep,New Jersey,"4,611,149",62.1,"152,559",3.2
2022,Sep,New Mexico,"909,647",54.2,"32,721",3.5
2022,Sep,New York,"9,217,893",57.8,"388,014",4
2022,Sep,New York city,"3,885,439",57.7,"201,462",4.9
2022,Sep,North Carolina,"4,963,098",58.4,"202,722",3.9
2022,Sep,North Dakota,"405,014",67.6,"8,686",2.1
2022,Sep,Ohio,"5,488,897",58.7,"236,035",4.1
2022,Sep,Oklahoma,"1,828,227",58.9,"60,656",3.2
2022,Sep,Oregon,"2,079,968",60,"101,323",4.6
2022,Sep,Pennsylvania,"6,194,769",59,"280,995",4.3
2022,Sep,Rhode Island,"549,502",61.1,"19,263",3.4
2022,Sep,South Carolina,"2,293,917",54.3,"78,407",3.3
2022,Sep,South Dakota,"464,602",66.4,"10,434",2.2
2022,Sep,Tennessee,"3,216,188",57.3,"114,211",3.4
2022,Sep,Texas,"14,135,365",61.3,"560,829",3.8
2022,Sep,Utah,"1,709,509",67.1,"42,398",2.4
2022,Sep,Vermont,"332,538",61.3,"10,123",3
2022,Sep,Virginia,"4,312,867",63,"132,310",3
2022,Sep,Washington,"3,829,822",61.4,"177,698",4.4
2022,Sep,West Virginia,"751,923",52.4,"32,429",4.1
2022,Sep,Wisconsin,"2,977,169",62.7,"94,606",3.1
2022,Sep,Wyoming,"282,184",61.5,"11,228",3.8
2022,Oct,Alabama,"2,222,768",55.2,"60,443",2.6
2022,Oct,Alaska,"342,725",62.6,"13,451",3.8
2022,Oct,Arizona,"3,493,494",59.3,"147,760",4.1
2022,Oct,Arkansas,"1,323,587",55.5,"47,962",3.5
2022,Oct,California,"18,475,849",59.4,"798,481",4.1
2022,Oct,Los Angeles County,"4,717,681",59.9,"230,255",4.7
2022,Oct,Colorado,"3,104,939",66.1,"90,735",2.8
2022,Oct,Connecticut,"1,837,039",62.3,"76,777",4
2022,Oct,Delaware,"472,299",57.2,"23,094",4.7
2022,Oct,District of Columbia,"371,532",67.4,"16,280",4.2
2022,Oct,Florida,"10,543,091",57.7,"297,315",2.7
2022,Oct,Georgia,"5,069,721",59.3,"162,849",3.1
2022,Oct,Hawaii,"654,688",58.3,"25,264",3.7
2022,Oct,Idaho,"928,189",61.2,"26,780",2.8
2022,Oct,Illinois,"6,156,524",61.4,"300,040",4.6
2022,Oct,Indiana,"3,302,300",61.5,"108,456",3.2
2022,Oct,Iowa,"1,666,336",66,"53,399",3.1
2022,Oct,Kansas,"1,461,036",64.3,"44,412",3
2022,Oct,Kentucky,"1,959,677",55.3,"80,787",4
2022,Oct,Louisiana,"2,006,364",56.4,"74,868",3.6
2022,Oct,Maine,"650,306",56.2,"20,909",3.1
2022,Oct,Maryland,"3,064,659",62.7,"102,898",3.2
2022,Oct,Massachusetts,"3,588,553",62.3,"141,226",3.8
2022,Oct,Michigan,"4,621,946",57.1,"211,726",4.4
2022,Oct,Minnesota,"2,994,204",66.1,"91,263",3
2022,Oct,Mississippi,"1,191,311",52.2,"50,337",4.1
2022,Oct,Missouri,"2,984,679",61,"83,150",2.7
2022,Oct,Montana,"554,505",61.2,"15,191",2.7
2022,Oct,Nebraska,"1,031,311",67.7,"28,579",2.7
2022,Oct,Nevada,"1,481,151",58.2,"86,926",5.5
2022,Oct,New Hampshire,"746,924",64.2,"22,351",2.9
2022,Oct,New Jersey,"4,606,149",62,"158,661",3.3
2022,Oct,New Mexico,"910,165",54.2,"33,207",3.5
2022,Oct,New York,"9,213,145",57.8,"398,996",4.2
2022,Oct,New York city,"3,885,847",57.7,"211,945",5.2
2022,Oct,North Carolina,"4,960,151",58.3,"202,523",3.9
2022,Oct,North Dakota,"405,102",67.6,"8,878",2.1
2022,Oct,Ohio,"5,480,261",58.6,"237,500",4.2
2022,Oct,Oklahoma,"1,829,044",58.9,"60,681",3.2
2022,Oct,Oregon,"2,078,934",59.9,"105,522",4.8
2022,Oct,Pennsylvania,"6,196,359",59,"282,194",4.4
2022,Oct,Rhode Island,"548,066",60.9,"19,177",3.4
2022,Oct,South Carolina,"2,293,109",54.2,"78,074",3.3
2022,Oct,South Dakota,"464,508",66.3,"10,458",2.2
2022,Oct,Tennessee,"3,205,596",57,"115,978",3.5
2022,Oct,Texas,"14,140,748",61.2,"567,778",3.9
2022,Oct,Utah,"1,710,992",67,"42,819",2.4
2022,Oct,Vermont,"332,526",61.3,"10,528",3.1
2022,Oct,Virginia,"4,317,964",63,"139,756",3.1
2022,Oct,Washington,"3,831,541",61.4,"183,083",4.6
2022,Oct,West Virginia,"751,868",52.4,"32,257",4.1
2022,Oct,Wisconsin,"2,975,060",62.6,"93,458",3
2022,Oct,Wyoming,"282,076",61.4,"11,452",3.9
2022,Nov,Alabama,"2,223,170",55.2,"60,169",2.6
2022,Nov,Alaska,"342,950",62.6,"13,344",3.7
2022,Nov,Arizona,"3,494,496",59.2,"146,723",4
2022,Nov,Arkansas,"1,324,548",55.4,"47,676",3.5
2022,Nov,California,"18,484,393",59.4,"797,702",4.1
2022,Nov,Los Angeles County,"4,720,653",59.9,"230,575",4.7
2022,Nov,Colorado,"3,106,973",66.1,"90,091",2.8
2022,Nov,Connecticut,"1,837,109",62.2,"76,557",4
2022,Nov,Delaware,"472,262",57.1,"23,110",4.7
2022,Nov,District of Columbia,"371,498",67.4,"16,381",4.2
2022,Nov,Florida,"10,546,434",57.6,"294,058",2.7
2022,Nov,Georgia,"5,071,494",59.2,"162,060",3.1
2022,Nov,Hawaii,"654,524",58.2,"25,287",3.7
2022,Nov,Idaho,"928,316",61,"26,539",2.8
2022,Nov,Illinois,"6,163,614",61.5,"298,887",4.6
2022,Nov,Indiana,"3,301,949",61.5,"107,892",3.2
2022,Nov,Iowa,"1,668,241",66.1,"52,851",3.1
2022,Nov,Kansas,"1,461,421",64.3,"44,187",2.9
2022,Nov,Kentucky,"1,959,234",55.2,"80,253",3.9
2022,Nov,Louisiana,"2,008,332",56.5,"74,460",3.6
2022,Nov,Maine,"650,690",56.2,"20,800",3.1
2022,Nov,Maryland,"3,066,213",62.7,"99,232",3.1
2022,Nov,Massachusetts,"3,588,270",62.3,"139,578",3.7
2022,Nov,Michigan,"4,622,468",57.1,"210,410",4.4
2022,Nov,Minnesota,"2,994,030",66.1,"91,479",3
2022,Nov,Mississippi,"1,191,357",52.2,"50,302",4.1
2022,Nov,Missouri,"2,985,368",61,"83,003",2.7
2022,Nov,Montana,"554,467",61.1,"15,096",2.7
2022,Nov,Nebraska,"1,031,527",67.7,"28,410",2.7
2022,Nov,Nevada,"1,481,255",58.1,"86,862",5.5
2022,Nov,New Hampshire,"746,940",64.2,"22,244",2.9
2022,Nov,New Jersey,"4,605,955",62,"158,669",3.3
2022,Nov,New Mexico,"911,172",54.2,"33,022",3.5
2022,Nov,New York,"9,220,195",57.8,"398,445",4.1
2022,Nov,New York city,"3,893,473",57.9,"212,183",5.2
2022,Nov,North Carolina,"4,960,690",58.2,"199,856",3.9
2022,Nov,North Dakota,"405,440",67.6,"8,897",2.1
2022,Nov,Ohio,"5,481,278",58.6,"236,783",4.1
2022,Nov,Oklahoma,"1,829,886",58.9,"60,049",3.2
2022,Nov,Oregon,"2,079,019",59.9,"105,299",4.8
2022,Nov,Pennsylvania,"6,198,240",59.1,"282,116",4.4
